name,avg,StdDev_Hs,N_Hs
Hs_CEU,0.0841373158461792,0.0605816092046783,1511
Hs_NE,0.0519141241945517,0.055537914184255,3057
Hs_NEU,0.101323971902506,0.0645765284683395,1263
Hs_PNW,0.0683846586483036,0.0599017893854934,1987
Hs_SEU,0.125501472727681,0.059189957096891,723
Hs_WEU,0.10052356256616,0.0611983939736644,1335
